name,appid,in_steam,type,steam_name,has_dlc,dlc,is_coming_soon,release_date
Britannia,1268420.0,True,game,Britannia,False,,False,2022-07-07
Monster Train,1102190.0,True,game,Monster Train,True,"[1359320, 1319750]",False,2020-05-21
Syberia 3 - Deluxe Edition,625350.0,True,dlc,Syberia 3 - Deluxe Upgrade,False,,False,2017-04-20
16bit Trader,375460.0,True,game,16bit Trader,False,,False,2015-06-04
Tales of Arise - Ultimate Edition,2391960.0,True,dlc,Tales of Arise - Beyond the Dawn Expansion,False,,False,2023-11-08
Teacup,1444300.0,True,game,Teacup,True,[1836000],False,2021-09-23
Clocker,916050.0,True,game,Clocker,True,"[1032190, 1032200]",False,2019-02-14
Painkiller Hell & Damnation: Medieval Horror - DLC,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Scarlet Nexus – Ultimate Edition,1790540.0,True,dlc,SCARLET NEXUS Ultimate Upgrade Pack,False,,False,2021-11-16
Disciples: Liberation - Deluxe Edition,30635.0,True,,,,,,null
Railway Empire - Northern Europe - DLC,1161420.0,True,dlc,Railway Empire - Northern Europe,False,,False,2019-12-13
Sayonara Wild Hearts,1122720.0,True,game,Sayonara Wild Hearts,True,[1202460],False,2019-12-12
Felix The Reaper - Supporter Pack - DLC,1159930.0,True,dlc,Felix The Reaper - Supporter Pack,False,,False,2019-10-17
Evil Dead: The Game - GOTY,2374110.0,True,dlc,Evil Dead: The Game - GOTY Edition Upgrade,False,,False,2023-04-26
EA SPORTS FC™ 24 - Ultimate Edition,2195250.0,True,game,EA SPORTS FC™ 24,False,,False,2023-09-28
Roto Force,1181610.0,True,game,Roto Force,False,,False,2023-07-18
Shantae: Risky’s Revenge – Director’s Cut,277890.0,True,game,Shantae: Risky's Revenge - Director's Cut,False,,False,2014-07-15
Last Inua,331980.0,True,game,Last Inua,False,,False,2014-12-11
I Am Alive,2114701.0,True,dlc,Exhale XR - I Am Alive - Spoken Word,False,,False,2022-10-14
Mechwarrior 5: Mercenaries - Rise of Rasalhague - DLC,2179800.0,True,dlc,MechWarrior 5: Mercenaries - Rise of Rasalhague,False,,False,2023-01-25
BlazBlue: Chronophantasma Extend,388750.0,True,game,BlazBlue: Chronophantasma Extend,False,,False,2016-03-02
RoboCop: Rogue City - ПРЕДЗАКАЗ,1681430.0,True,game,RoboCop: Rogue City,True,"[2436840, 2436841, 2436842]",False,2023-11-02
Bunker Constructor,364980.0,True,game,Bunker Constructor,False,,False,2016-06-24
Shantae: Half-Genie Hero Ultimate Edition,764300.0,True,game,Shantae: Half-Genie Hero Ultimate Edition,False,,False,2018-05-08
Scorn (EPIC),2195670.0,True,game,Epic Princess,False,,False,2022-11-18
Embr,1062830.0,True,game,Embr,True,"[1843280, 1363500, 1518080]",False,2021-09-23
Dark Deity,1374840.0,True,game,Dark Deity,True,"[1649220, 1650640, 2024880]",False,2021-06-15
Guilty Gear -Strive- + Season Pass 1,1649880.0,True,dlc,Guilty Gear -Strive- Season Pass 1,False,,False,2021-06-11
Cities: Skylines - Concerts - DLC,614581.0,True,dlc,Cities: Skylines - Concerts,False,,False,2017-08-17
Pure Chess Grandmaster Edition,300630.0,True,game,Pure Chess Grandmaster Edition,True,"[330950, 439830]",False,2016-09-09
Batman - The Telltale Series,498240.0,True,game,Batman - The Telltale Series,True,[1182000],False,2016-08-02
The Crown of Leaves: Chapter 2 - DLC,1160540.0,True,dlc,The Crown of Leaves: Chapter 2,False,,False,2021-03-29
Jotun: Valhalla Edition,323580.0,True,game,Jotun: Valhalla Edition,True,[406470],False,2015-09-29
Not Dying Today,305620.0,True,game,The Long Dark,True,"[2091330, 2095000, 690180, 1328170]",False,2017-08-01
Destroy All Humans!,803330.0,True,game,Destroy All Humans!,True,[1254570],False,2020-07-28
METAL SLUG X,312610.0,True,game,METAL SLUG X,False,,False,2014-10-02
CountryBalls Heroes,1083870.0,True,game,CountryBalls Heroes,False,,False,2021-11-16
Machinika Museum,1507190.0,True,game,Machinika Museum,False,,False,2021-03-23
Bear With Me: The Complete Collection,10583.0,True,,,,,,null
Endling - Extinction is Forever,898890.0,True,game,Endling - Extinction is Forever,True,"[2025890, 2081531]",False,2022-07-19
Ship Simulator Extremes,48800.0,True,game,Ship Simulator Extremes,True,"[250930, 48806, 48805, 48804, 48803, 48802]",False,2010-08-27
Ridge Racer Unbounded Full Pack,15543.0,True,,,,,,null
Fantasy General II: Empire Aflame - DLC,1193870.0,True,dlc,Fantasy General II: Empire Aflame,False,,False,2020-10-21
The Metronomicon: Slay The Dance Floor,416790.0,True,game,The Metronomicon: Slay The Dance Floor,True,"[488050, 509100, 522650, 522651, 522652, 558290, 567900, 674670]",False,2016-09-29
The Final Station,435530.0,True,game,The Final Station,True,"[520500, 595290]",False,2016-08-30
Ni no Kuni: Wrath of the White Witch Remastered,798460.0,True,game,Ni no Kuni Wrath of the White Witch™ Remastered,False,,False,2019-09-19
Gorogoa,557600.0,True,game,Gorogoa,True,[745160],False,2017-12-14
Banners of Ruin,1075740.0,True,game,Banners of Ruin,True,"[1937690, 2191860, 2523180, 1359660]",False,2021-07-29
Blind Fate: Edo no Yami,1294880.0,True,game,Blind Fate: Edo no Yami,False,,False,2022-09-15
Turmoil - The Heat Is On - DLC,804760.0,True,dlc,Turmoil - The Heat Is On,False,,False,2018-03-21
The Entropy Centre,1730590.0,True,game,The Entropy Centre,True,[2185130],False,2022-11-03
World Of Zoo,43100.0,True,game,World of Zoo,False,,False,2009-10-30
DreamWorks Dragons: Dawn of New Riders,896960.0,True,game,DreamWorks Dragons: Dawn of New Riders,False,,False,2019-02-15
Dead Island Riptide Definitive Edition,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Cocoon,1497440.0,True,game,COCOON,True,[2611030],False,2023-09-29
Banners of Ruin - Powdermaster - DLC,1937690.0,True,dlc,Banners of Ruin - Powdermaster,False,,False,2022-07-29
Disjunction,979310.0,True,game,Disjunction,True,[1463770],False,2021-01-28
Sword Art Online: Alicization Lycoris - Deluxe Edition,2192770.0,True,game,Taddle Quest,False,,True,2024-01-23
Insurgency,222880.0,True,game,Insurgency,False,,False,2014-01-22
Omerta - City of Gangsters - The Con Artist - DLC,215370.0,True,dlc,Omerta - City of Gangsters - The Con Artist DLC,False,,False,2013-03-08
The End,600080.0,True,game,Unto The End,True,[1492690],False,2020-12-09
Darkestville Castle,689900.0,True,game,Darkestville Castle,False,,False,2017-09-21
Cities: Skylines - Rail Hawk Radio - DLC,1531472.0,True,dlc,Cities: Skylines - Rail Hawk Radio,False,,False,2021-05-21
THE SIMS 4: SEASONS - DLC,410900.0,True,game,Forts,True,"[1033530, 1335840, 627370, 1103420, 1811550, 1944190, 2278070]",False,2017-04-19
The Crew,1545560.0,True,game,Shadow Gambit: The Cursed Crew,True,"[2304810, 2576620, 2504700, 2505850]",False,2023-08-17
Overclocked: A History of Violence,339850.0,True,game,Overclocked: A History of Violence,False,,False,2015-04-03
Eternal Edge +,896440.0,True,game,Eternal Edge +,False,,False,2022-05-07
Konung 3: Ties of the Dynasty,289380.0,True,game,Konung 3: Ties of the Dynasty,False,,False,2014-04-03
11-11 Memories Retold,735580.0,True,game,11-11 Memories Retold,True,[923380],False,2018-11-08
Valhalla Hills,351910.0,True,game,Valhalla Hills,True,"[437430, 425530, 456730]",False,2015-12-02
Tyrant's Blessing,1520760.0,True,game,Tyrant's Blessing,True,[2108850],False,2022-08-08
Pirates of Black Cove - Gold Edition,894840.0,True,dlc,Puzzle Pirates - Shadow Raider pack,False,,False,2018-07-06
Tales of Arise,740130.0,True,game,Tales of Arise,True,"[2391960, 2391961, 2474000, 1109050, 1202050, 1202055, 1202030, 1202031, 1202053, 1202062, 1202032, 1202033, 1202034, 1202035, 1202036, 1202037, 1202040, 1202041, 1202042, 1202043, 1202044, 1202045, 1202051, 1202052, 1202060, 1202061, 1202063, 1202064, 1202065, 1310370]",False,2021-09-09
River City Girls 2,1920480.0,True,game,River City Girls 2,False,,False,2022-12-14
Shadow Empire: Oceania - DLC,2183640.0,True,dlc,Shadow Empire: Oceania,False,,False,2023-03-30
Neptunia Shooter,1037590.0,True,game,Neptunia Shooter,False,,False,2019-05-21
Volley Pals,2170100.0,True,game,Volley Pals,True,[2320190],False,2023-04-06
Tropico 5 - Complete Collection,1205.0,True,,,,,,null
ICBM,1178220.0,True,game,ICBM,False,,False,2020-11-17
Ravenswatch,2071280.0,True,game,Ravenswatch,False,,False,2023-04-06
Fishing: North Atlantic,1264250.0,True,game,Fishing: North Atlantic - Enhanced Edition,True,"[1602660, 2231830]",False,2020-10-16
Doraemon Story of Seasons,965230.0,True,game,DORAEMON  STORY OF SEASONS,False,,False,2019-10-10
Star Renegades,651670.0,True,game,Star Renegades,True,"[1379330, 1406840, 1485620, 1503070, 1549490, 1677780, 1763340]",False,2020-09-08
MechWarrior 5: Mercenaries - Heroes of the Inner Sphere - DLC,1456180.0,True,dlc,MechWarrior 5: Mercenaries - Heroes of the Inner Sphere,False,,False,2021-05-26
Full Spectrum Warrior,4520.0,True,game,Full Spectrum Warrior,False,,False,2007-07-17
Space Crew: Legendary Edition,1176710.0,True,game,Space Crew: Legendary Edition,True,[1414750],False,2020-10-15
SpeedRunners,207140.0,True,game,SpeedRunners,True,"[895440, 317480, 317490]",False,2016-04-19
Пополнение кошелька Playstation Store Польша 100zl (PSN),,False,,,,,,null
Piczle Cross Adventure,1215320.0,True,game,Piczle Cross Adventure,False,,False,2020-04-16
Swag And Sorcery,929010.0,True,game,Swag and Sorcery,False,,False,2019-05-09
Bus Driver Simulator - Murom Suburbs - DLC,278550.0,True,game,A-Train 9 V4.0 : Japan Rail Simulator,True,[418140],False,2015-10-21
Golden Idol Mysteries: The Lemurian Vampire - DLC,2377001.0,True,dlc,Golden Idol Mysteries: The Lemurian Vampire,False,,False,2023-08-31
"Stalcraft - Кейс Марафона Мертвецов с обликами, 40 шт. - DLC",,False,,,,,,null
METAL GEAR SOLID V: GROUND ZEROES,311340.0,True,game,METAL GEAR SOLID V: GROUND ZEROES,False,,False,2014-12-18
Earth 2160,1900.0,True,game,Earth 2160,True,"[986110, 986170]",False,2006-04-01
The Metronomicon - Chiptune Challenge Pack 2 - DLC,522652.0,True,dlc,The Metronomicon - Chiptune Challenge Pack 2,False,,False,2016-10-20
HyperBrawl Tournament - Warrior Founder Pack - DLC,1338962.0,True,dlc,HyperBrawl Tournament - Warrior Founder Pack,False,,False,2020-10-20
Starry Nights: Helix,546180.0,True,game,Starry Nights : Helix,False,,False,2016-11-23
Prison Architect,233450.0,True,game,Prison Architect,True,"[2237250, 2184800, 2154010, 2085570, 1948120, 1760030, 1601350, 1493470, 1244781, 1244780, 1143650, 1195240]",False,2015-10-06
Who Must Die,458490.0,True,game,Who Must Die,True,[650390],False,2018-11-13
Darksiders Warmastered Edition,462780.0,True,game,Darksiders Warmastered Edition,False,,False,2016-11-29
Totally Reliable Delivery Service - Cyberfunk - DLC,1528441.0,True,dlc,Totally Reliable Delivery Service - Cyberfunk,False,,False,2021-04-01
Orcs Must Die! 2 - Are We There Yeti? - DLC,201802.0,True,dlc,Orcs Must Die! 2 - Are We There Yeti?,False,,False,2012-10-31
Master of Magic,1623070.0,True,game,Master of Magic,True,"[2482370, 2239310, 2689110]",False,2022-12-13
Disciples: Liberation - Paths to Madness - DLC,1827250.0,True,dlc,Disciples: Liberation - Paths to Madness,False,,False,2022-03-24
Punch Club,394310.0,True,game,Punch Club,True,[431490],False,2016-01-08
Mana Spark,630720.0,True,game,Mana Spark,False,,False,2018-09-27
Dying Light: Platinum Edition,305620.0,True,game,The Long Dark,True,"[2091330, 2095000, 690180, 1328170]",False,2017-08-01
Strategy & Tactics: Dark Ages,508300.0,True,game,Strategy & Tactics: Dark Ages,False,,False,2017-08-04
Fly Corp,1372530.0,True,game,Fly Corp,False,,False,2023-05-18
Train Valley 2: Workshop Gems – Sapphire - DLC,2098231.0,True,dlc,Train Valley 2: Workshop Gems - Sapphire,False,,False,2022-12-07
Spidersaurs,1191620.0,True,game,Spidersaurs,False,,False,2022-07-14
Sparkle 3 Genesis,361190.0,True,game,Sparkle 3 Genesis,False,,False,2015-04-24
My Farm,889970.0,True,game,My Farm,False,,False,2018-08-23
Who Is Zombie,1853140.0,True,game,Who Is Zombie,False,,False,2022-02-23
Europa Universalis IV: Rights of Man - DLC,486570.0,True,dlc,Expansion - Europa Universalis IV: Rights of Man,False,,False,2016-10-11
Rayman Legends,242550.0,True,,,,,,null
DRAGON BALL FIGHTERZ - FighterZ Pass 2 - DLC,992176.0,True,dlc,DRAGON BALL FIGHTERZ - FighterZ Pass 2,False,,False,2019-01-31
Dragon Ball FighterZ - FighterZ Edition,678950.0,True,game,DRAGON BALL FighterZ,True,"[1248434, 1248432, 1248433, 1248431, 1248430, 1209880, 992176, 992175, 992174, 992173, 992172, 992170, 992171, 729450, 779932, 779933, 779934, 779935, 779939, 779936, 779937, 779938, 758770, 758771, 758772, 779931, 779930, 952080, 1744780]",False,2018-01-26
Europa Universalis IV: Dharma Expansion - DLC,827240.0,True,dlc,Expansion - Europa Universalis IV: Dharma,False,,False,2018-09-06
Colt Canyon,940710.0,True,game,Colt Canyon,True,[1295830],False,2020-06-16
ONE PIECE ODYSSEY - Deluxe Edition,571720.0,True,game,One Piece: Unlimited World Red - Deluxe Edition,False,,False,2017-08-25
Tom Clancy's Splinter Cell Chaos Theory,13570.0,True,game,Tom Clancy's Splinter Cell Chaos Theory®,False,,False,2005-03-29
Keep in Mind: Remastered,643200.0,True,game,Keep in Mind: Remastered,True,[804590],False,2018-03-08
City of Gangsters: The Italian Outfit - DLC,1968893.0,True,dlc,City of Gangsters: The Italian Outfit,False,,False,2022-06-15
Just Cause 4,1304930.0,True,game,The Outlast Trials,False,,False,2023-05-18
Onikira - Demon Killer,310850.0,True,game,Onikira - Demon Killer,True,"[330510, 330511]",False,2015-08-27
Rainbow Billy: The Curse of the Leviathan,1106830.0,True,game,Rainbow Billy: The Curse of the Leviathan,True,[1778420],False,2021-10-05
Lost Words: Beyond the Page,599610.0,True,game,Lost Words: Beyond the Page,True,[1327700],False,2021-04-06
Alone in the Dark: The New Nightmare,259190.0,True,game,Alone in the Dark: The New Nightmare,False,,False,2013-10-29
Pure Hold'em,322950.0,True,game,Pure Hold'em,True,"[342600, 330280, 342590, 438900, 438901, 438902, 438903, 438904, 438905, 438906, 438950, 438951, 438960]",False,2015-08-20
Tropico 5 - Espionage - DLC,284441.0,True,dlc,Tropico 5 - Espionage,False,,False,2015-05-28
Resident Evil Village,2062120.0,True,demo,Resident Evil Village Gold Edition Gameplay Demo,False,,False,2022-10-20
Resident Evil 5 - Gold Edition,2062120.0,True,demo,Resident Evil Village Gold Edition Gameplay Demo,False,,False,2022-10-20
House Flipper VR,1194700.0,True,game,House Flipper VR,False,,False,2020-11-05
Legend of Keepers: Career of a Dungeon Master,978520.0,True,game,Legend of Keepers: Career of a Dungeon Manager,True,"[1247010, 1630580, 1791690, 1966480]",False,2021-04-29
Destroy All Humans! 2 - Reprobed: Dressed to Skill,28665.0,True,,,,,,null
Doodle Mafia,598940.0,True,game,Doodle Mafia,False,,False,2017-04-20
Paper Beast - Folded Edition,1403830.0,True,game,Paper Beast - Folded Edition,True,[1529050],False,2020-10-20
Lords and Villeins,1287530.0,True,game,Lords and Villeins,True,[2206190],False,2022-11-10
Unruly Heroes,780350.0,True,game,Unruly Heroes,True,[1165650],False,2019-01-23
Hard West,307670.0,True,game,Hard West,True,"[419040, 441700, 736750]",False,2015-11-18
"Warhammer 40,000: Gladius - Adepta Sororitas - DLC",2130960.0,True,dlc,"Warhammer 40,000: Gladius - Adepta Sororitas",False,,False,2022-12-13
Bug Fables: The Everlasting Sapling,1082710.0,True,game,Bug Fables: The Everlasting Sapling,True,[1641310],False,2019-11-21
The Unfinished Swan,1206430.0,True,game,The Unfinished Swan,False,,False,2020-09-10
Empire of Sin,604540.0,True,game,Empire of Sin,True,"[1303313, 1303312]",False,2020-12-01
Cities: Skylines - Downtown Bundle - DLC,12477.0,True,,,,,,null
City of Gangsters: Criminal Record - DLC,1869410.0,True,dlc,City of Gangsters: Criminal Record,False,,False,2022-03-15
Scarlet Nexus - Season Pass - DLC,1767240.0,True,dlc,SCARLET NEXUS Season Pass,False,,False,2021-11-16
Red Faction Guerrilla Re-Mars-tered,667720.0,True,game,Red Faction Guerrilla Re-Mars-tered,False,,False,2018-07-03
House Flipper - Garden - DLC,942290.0,True,dlc,House Flipper - Garden DLC,False,,False,2019-05-16
LEGO® Star Wars™: The Skywalker Saga,1205240.0,True,game,Tentacle Girl,True,[1205290],False,2020-02-14
Disciples: Liberation,1287840.0,True,game,Disciples: Liberation,True,"[1652370, 1827250]",False,2021-11-18
Aspire: Ina's Tale,1720090.0,True,game,Aspire: Ina's Tale,True,"[1817410, 1817430]",False,2021-12-17
DJMAX RESPECT V - V EXTENSION IV Original Soundtrack - DLC,2307480.0,True,music,DJMAX RESPECT V - V EXTENSION IV Original Soundtrack,False,,False,2023-05-31
DJMAX RESPECT V - V EXTENSION IV Original Soundtrack - DLC,2307480.0,True,music,DJMAX RESPECT V - V EXTENSION IV Original Soundtrack,False,,False,2023-05-31
Neurodeck: Psychological Deckbuilder,1253860.0,True,game,Neurodeck : Psychological Deckbuilder,True,[1524740],False,2021-03-18
Criminal Expert,2194660.0,True,game,Criminal Expert,False,,False,2023-01-13
City of Gangsters: Atlantic City - DLC,1811230.0,True,dlc,City of Gangsters: Atlantic City,False,,False,2021-11-18
The Case of the Golden Idol,1677770.0,True,game,The Case of the Golden Idol,True,"[2178870, 2377000, 2377001]",False,2022-10-13
Breathedge,738520.0,True,game,Breathedge,False,,False,2021-02-25
MONSTER HUNTER RISE,2133143.0,True,dlc,Monster Hunter Rise - Hunter Voice: Kagami,False,,False,2022-11-23
Aces & Adventures,1815570.0,True,game,Aces & Adventures,True,[2367830],False,2023-02-23
Two Worlds II: Castle Defense - DLC,7530.0,True,game,Two Worlds II Castle Defense,False,,False,2011-06-14
Pro Basketball Manager 2022,1609870.0,True,game,Pro Basketball Manager 2022,False,,False,2021-11-15
Void Invaders,391170.0,True,game,Void Invaders,True,[416900],False,2015-08-14
Hitman - Game of the Year Edition,12261.0,True,,,,,,null
Clouds & Sheep 2,439800.0,True,game,Clouds & Sheep 2,False,,False,2016-10-24
The Forgotten Land,1099460.0,True,game,The Forgotten Land,False,,False,2020-06-16
Подписка Xbox LIVE GOLD на 3 месяца,,False,,,,,,null
Scarlet Hood and the Wicked Wood,1141120.0,True,game,Scarlet Hood and the Wicked Wood,True,"[1566730, 1566750]",False,2021-04-08
Ad Infinitum,1234430.0,True,game,Ad Infinitum,True,"[2361650, 2361660]",False,2023-09-14
Battlestar Galactica Deadlock: Reinforcement Pack - DLC,692080.0,True,dlc,Battlestar Galactica Deadlock: Reinforcement Pack,False,,False,2017-12-06
Empire of Sin: Make It Count - DLC,1303313.0,True,dlc,Empire of Sin - Make It Count,False,,False,2021-11-18
Storm Boy,964990.0,True,game,Storm Boy,False,,False,2018-11-20
Star Wars: Starfighter,711980.0,True,game,Starship EVO,False,,False,2020-06-19
Stunt Kite Masters VR,589280.0,True,game,Stunt Kite Masters VR,False,,False,2017-06-01
ACE COMBAT 7: SKIES UNKNOWN,502500.0,True,game,ACE COMBAT™ 7: SKIES UNKNOWN,True,"[1966880, 1561360, 1561361, 1561362, 1561363, 1454770, 1421540, 1421550, 1421551, 929106, 929102, 929101, 929100, 868312, 868311, 868310, 929103, 1692460, 1692462, 1692463, 1692464]",False,2019-01-31
