name,appid
NAIRI: Tower of Shirin,802450.0
Apex Legends: 11500 Coins,1172470.0
UNDER NIGHT IN-BIRTH Exe:Late[cl-r],801630.0
Star Wars: Battlefront II,31648.0
Resident Evil Village - Winters’ Expansion - DLC,2062120.0
Alone in the Dark (2008),259170.0
Flower,966330.0
Kingdom Come: Deliverance - A Woman's Lot - DLC,1033890.0
Gotham Knights - Deluxe Edition,25014.0
Conan Exiles: The Imperial East Pack - DLC,760730.0
The Guild II,39650.0
Europa Universalis IV: Third Rome - Immersion Pack - DLC,625050.0
Trapped Dead: Lockdown,305500.0
Orcs Must Die! 3 - Tipping the Scales DLC - DLC,1936590.0
Desynced,1450900.0
Panzer Corps 2: Axis Operations – 1939 - DLC,1351260.0
Bang Bang Racing,207020.0
Stellaris: Humanoid Species Pack - DLC,756010.0
This Is the President,730430.0
Bus Driver Simulator - Modern City Bus - DLC,427100.0
TERRACOTTA,748020.0
American Fugitive,934780.0
Assassin's Creed: Brotherhood - Deluxe Edition,1205240.0
SpellForce 3: Fallen God,1154040.0
MegaTagmension Blanc + Neptune VS Zombies,496810.0
Prince of Persia: The Two Thrones,1410640.0
Way of the Hunter,1288320.0
Shut Eye,533330.0
Hearts of Iron IV: Allied Speeches Pack - DLC,1317250.0
Deadfall Adventures - Deluxe Edition,2378500.0
The Red Lantern,1053710.0
Chicken Shoot - Gold Edition,259340.0
Battlestar Galactica Deadlock: Ghost Fleet Offensive - DLC,1143820.0
Spirit of the Island,1592110.0
"Warhammer 40,000: Mechanicus Omnissiah Edition",916250.0
Storm,231020.0
Melvor Idle: Throne of the Herald - DLC,2055140.0
Infliction,692100.0
The Dark Pictures Anthology - Man of Medan,939850.0
Prison Architect - Going Green - DLC,1493470.0
Anvil Saga,1587540.0
MORTAL KOMBAT XL,2192770.0
Assassin's Creed: Revelations - Gold Edition,1205240.0
Cat Quest,593280.0
Pressure,929490.0
Safety First!,497700.0
Golden Light,1245430.0
"Northgard - Lyngbakr, Clan of the Kraken - DLC",1088640.0
Darksiders Blades & Whip Franchise Pack,10464.0
Bus Driver Simulator - Soviet Legend - DLC,2192770.0
Prison Architect - Gangs - DLC,1948120.0
Roboquest,692890.0
AEW: Fight Forever,1913210.0
One Hand Clapping,893720.0
Warborn,918950.0
Fade to Silence,706020.0
Metal Gear Solid V: The Phantom Pain,287700.0
World War III: Black Gold,254080.0
Mega Man 11,1205240.0
Golf Club: Wasteland,1556870.0
Say No! More,1191900.0
Mortal Kombat 11 - Ultimate Edition,1205240.0
Rise of the Tomb Raider: 20 Year Celebration,1205240.0
Cities: Skylines - Content Creator Pack: Map Pack 2 - DLC,2148903.0
Ultra Street Fighter IV,1361510.0
Tropico 6: New Frontiers - DLC,2186250.0
Metro Simulator - 'Russia' Liveries Pack - DLC,315660.0
Bus Driver Simulator - Russian Soul - DLC,2192770.0
Old World - The Sacred and The Profane - DLC,2261870.0
Knights of Honor,25830.0
Frederic: Evil Strikes Back,301200.0
Ancient Enemy,993790.0
Naruto Shippuden Ultimate Ninja STORM 2 HD,543870.0
Assassin's Creed Odyssey - Deluxe Edition,1205240.0
Orcs Must Die! 2,201790.0
RUSH: A Disney • PIXAR Adventure,522220.0
Startide,598500.0
Fahrenheit: Indigo Prophecy Remastered,312840.0
Old World - Heroes of the Aegean - DLC,1952840.0
Battle Ram,1262060.0
STAY,753230.0
Truck Mechanic Simulator,1045290.0
Desperados: Wanted Dead Or Alive,260730.0
SUPERHOT: MIND CONTROL DELETE,690040.0
The Forest Quartet,1620720.0
Restless Soul,1748230.0
Titan Quest: Atlantis - DLC,1071200.0
Hello Neighbor 2,1321680.0
Beholder - Blissful Sleep - DLC,616950.0
ONE PIECE: PIRATE WARRIORS 4,1089090.0
Floor is Lava,1812960.0
Black Mirror Rremastered,581300.0
Cyberline Racing,514460.0
Men of War: Red Tide,3130.0
Cities: Skylines - Hotels & Retreats - DLC,2342310.0
Europa Universalis IV: Cradle of Civilization Expansion - DLC,721340.0
Quantum Break,2155770.0
Sacred 2 Gold,225640.0
Battlestar Galactica Deadlock: Sin and Sacrifice - DLC,1001150.0
BE-A Walker,864160.0
A Normal Lost Phone,523210.0
Phineas and Ferb: New Inventions,1218220.0
Ultra Age,1683100.0
The Moment of Silence,339840.0
Scorn - Deluxe Edition (STEAM),2192770.0
Defunct,359350.0
Europa Universalis IV: Common Sense - DLC,338163.0
Monster Hunter Rise: Sunbreak - Deluxe Edition - DLC,2192770.0
Sacred Gold,12320.0
Warpips,1291010.0
Knights of Honor II: Sovereign,736820.0
Journey,638230.0
GetsuFumaDen: Undying Moon - Deluxe Edition,1323470.0
Cities: Skylines - K-pop Station - DLC,2144482.0
Rising Constellation,897670.0
Imp of the Sun,1535780.0
Spellforce 2: Anniversary Edition,39550.0
IS Defense,448370.0
Clive 'N' Wrench,1094720.0
Dead Rising 4,1377570.0
SpellForce Complete Pack,1205240.0
Hello Engineer: Scrap Machines Constructor,1856190.0
Police Stories,539470.0
SoulCraft,369180.0
Oaken,1348690.0
Glitchhikers: The Spaces Between,1449230.0
Call of the Sea - Artbook - DLC,410900.0
Surviving Mars - First Colony,952892.0
Britannia,1268420.0
Monster Train,1102190.0
Syberia 3 - Deluxe Edition,625350.0
16bit Trader,375460.0
Tales of Arise - Ultimate Edition,2391960.0
Teacup,1444300.0
Clocker,916050.0
Painkiller Hell & Damnation: Medieval Horror - DLC,2192770.0
Scarlet Nexus – Ultimate Edition,1790540.0
Disciples: Liberation - Deluxe Edition,30635.0
Railway Empire - Northern Europe - DLC,1161420.0
Sayonara Wild Hearts,1122720.0
Felix The Reaper - Supporter Pack - DLC,1159930.0
Evil Dead: The Game - GOTY,2374110.0
EA SPORTS FC™ 24 - Ultimate Edition,2195250.0
Roto Force,1181610.0
Shantae: Risky’s Revenge – Director’s Cut,277890.0
Last Inua,331980.0
I Am Alive,2114701.0
Mechwarrior 5: Mercenaries - Rise of Rasalhague - DLC,2179800.0
BlazBlue: Chronophantasma Extend,388750.0
RoboCop: Rogue City - ПРЕДЗАКАЗ,1681430.0
Bunker Constructor,364980.0
Shantae: Half-Genie Hero Ultimate Edition,764300.0
Scorn (EPIC),2195670.0
Embr,1062830.0
Dark Deity,1374840.0
Guilty Gear -Strive- + Season Pass 1,1649880.0
Cities: Skylines - Concerts - DLC,614581.0
Pure Chess Grandmaster Edition,300630.0
Batman - The Telltale Series,498240.0
The Crown of Leaves: Chapter 2 - DLC,1160540.0
Jotun: Valhalla Edition,323580.0
Not Dying Today,305620.0
Destroy All Humans!,803330.0
METAL SLUG X,312610.0
CountryBalls Heroes,1083870.0
Machinika Museum,1507190.0
Bear With Me: The Complete Collection,10583.0
Endling - Extinction is Forever,898890.0
Ship Simulator Extremes,48800.0
Ridge Racer Unbounded Full Pack,15543.0
Fantasy General II: Empire Aflame - DLC,1193870.0
The Metronomicon: Slay The Dance Floor,416790.0
The Final Station,435530.0
Ni no Kuni: Wrath of the White Witch Remastered,798460.0
Gorogoa,557600.0
Banners of Ruin,1075740.0
Blind Fate: Edo no Yami,1294880.0
Turmoil - The Heat Is On - DLC,804760.0
The Entropy Centre,1730590.0
World Of Zoo,43100.0
DreamWorks Dragons: Dawn of New Riders,896960.0
Dead Island Riptide Definitive Edition,1205240.0
Cocoon,1497440.0
Banners of Ruin - Powdermaster - DLC,1937690.0
Disjunction,979310.0
Sword Art Online: Alicization Lycoris - Deluxe Edition,2192770.0
Insurgency,222880.0
Omerta - City of Gangsters - The Con Artist - DLC,215370.0
The End,600080.0
Darkestville Castle,689900.0
Cities: Skylines - Rail Hawk Radio - DLC,1531472.0
THE SIMS 4: SEASONS - DLC,410900.0
The Crew,1545560.0
Overclocked: A History of Violence,339850.0
Eternal Edge +,896440.0
Konung 3: Ties of the Dynasty,289380.0
11-11 Memories Retold,735580.0
Valhalla Hills,351910.0
Tyrant's Blessing,1520760.0
Pirates of Black Cove - Gold Edition,894840.0
Tales of Arise,740130.0
River City Girls 2,1920480.0
Shadow Empire: Oceania - DLC,2183640.0
Neptunia Shooter,1037590.0
Volley Pals,2170100.0
Tropico 5 - Complete Collection,1205.0
ICBM,1178220.0
Ravenswatch,2071280.0
Fishing: North Atlantic,1264250.0
Doraemon Story of Seasons,965230.0
Star Renegades,651670.0
MechWarrior 5: Mercenaries - Heroes of the Inner Sphere - DLC,1456180.0
Full Spectrum Warrior,4520.0
Space Crew: Legendary Edition,1176710.0
SpeedRunners,207140.0
Пополнение кошелька Playstation Store Польша 100zl (PSN),
Piczle Cross Adventure,1215320.0
Swag And Sorcery,929010.0
Bus Driver Simulator - Murom Suburbs - DLC,278550.0
Golden Idol Mysteries: The Lemurian Vampire - DLC,2377001.0
"Stalcraft - Кейс Марафона Мертвецов с обликами, 40 шт. - DLC",
METAL GEAR SOLID V: GROUND ZEROES,311340.0
Earth 2160,1900.0
The Metronomicon - Chiptune Challenge Pack 2 - DLC,522652.0
HyperBrawl Tournament - Warrior Founder Pack - DLC,1338962.0
Starry Nights: Helix,546180.0
Prison Architect,233450.0
Who Must Die,458490.0
Darksiders Warmastered Edition,462780.0
Totally Reliable Delivery Service - Cyberfunk - DLC,1528441.0
Orcs Must Die! 2 - Are We There Yeti? - DLC,201802.0
Master of Magic,1623070.0
Disciples: Liberation - Paths to Madness - DLC,1827250.0
Punch Club,394310.0
Mana Spark,630720.0
Dying Light: Platinum Edition,305620.0
Strategy & Tactics: Dark Ages,508300.0
Fly Corp,1372530.0
Train Valley 2: Workshop Gems – Sapphire - DLC,2098231.0
Spidersaurs,1191620.0
Sparkle 3 Genesis,361190.0
My Farm,889970.0
Who Is Zombie,1853140.0
Europa Universalis IV: Rights of Man - DLC,486570.0
Rayman Legends,242550.0
DRAGON BALL FIGHTERZ - FighterZ Pass 2 - DLC,992176.0
Dragon Ball FighterZ - FighterZ Edition,678950.0
Europa Universalis IV: Dharma Expansion - DLC,827240.0
Colt Canyon,940710.0
ONE PIECE ODYSSEY - Deluxe Edition,571720.0
Tom Clancy's Splinter Cell Chaos Theory,13570.0
Keep in Mind: Remastered,643200.0
City of Gangsters: The Italian Outfit - DLC,1968893.0
Just Cause 4,1304930.0
Onikira - Demon Killer,310850.0
Rainbow Billy: The Curse of the Leviathan,1106830.0
Lost Words: Beyond the Page,599610.0
Alone in the Dark: The New Nightmare,259190.0
Pure Hold'em,322950.0
Tropico 5 - Espionage - DLC,284441.0
Resident Evil Village,2062120.0
Resident Evil 5 - Gold Edition,2062120.0
House Flipper VR,1194700.0
Legend of Keepers: Career of a Dungeon Master,978520.0
Destroy All Humans! 2 - Reprobed: Dressed to Skill,28665.0
Doodle Mafia,598940.0
Paper Beast - Folded Edition,1403830.0
Lords and Villeins,1287530.0
Unruly Heroes,780350.0
Hard West,307670.0
"Warhammer 40,000: Gladius - Adepta Sororitas - DLC",2130960.0
Bug Fables: The Everlasting Sapling,1082710.0
The Unfinished Swan,1206430.0
Empire of Sin,604540.0
Cities: Skylines - Downtown Bundle - DLC,12477.0
City of Gangsters: Criminal Record - DLC,1869410.0
Scarlet Nexus - Season Pass - DLC,1767240.0
Red Faction Guerrilla Re-Mars-tered,667720.0
House Flipper - Garden - DLC,942290.0
LEGO® Star Wars™: The Skywalker Saga,1205240.0
Disciples: Liberation,1287840.0
Aspire: Ina's Tale,1720090.0
DJMAX RESPECT V - V EXTENSION IV Original Soundtrack - DLC,2307480.0
Neurodeck: Psychological Deckbuilder,1253860.0
Criminal Expert,2194660.0
City of Gangsters: Atlantic City - DLC,1811230.0
The Case of the Golden Idol,1677770.0
Breathedge,738520.0
MONSTER HUNTER RISE,2133143.0
Aces & Adventures,1815570.0
Two Worlds II: Castle Defense - DLC,7530.0
Pro Basketball Manager 2022,1609870.0
Void Invaders,391170.0
Hitman - Game of the Year Edition,12261.0
Clouds & Sheep 2,439800.0
The Forgotten Land,1099460.0
Подписка Xbox LIVE GOLD на 3 месяца,
Scarlet Hood and the Wicked Wood,1141120.0
Ad Infinitum,1234430.0
Battlestar Galactica Deadlock: Reinforcement Pack - DLC,692080.0
Empire of Sin: Make It Count - DLC,1303313.0
Storm Boy,964990.0
Star Wars: Starfighter,711980.0
Stunt Kite Masters VR,589280.0
ACE COMBAT 7: SKIES UNKNOWN,502500.0
Gravewood High - Chapter 1 - DLC,2097350.0
Doodle Derby,916180.0
Sunset Overdrive,333580.0
Aura: Fate of the Ages,65500.0
Just Die Already,979070.0
Hard West 2,1282410.0
Enclave - Gold Edition 2012,1205240.0
Meridian: New World,265120.0
Shadowhand: RPG Card Game,427490.0
Naruto Shippuden: Ultimate Ninja STORM Revolution,272510.0
Teddy Floppy Ear - Mountain Adventure,2192770.0
Despot's Game: Dystopian Battle Simulator,1227280.0
Tom Clancy's Rainbow Six: Siege - Deluxe Edition Y7,1205240.0
The Pale Beyond,1266030.0
Bear With Me: The Lost Robots,1050000.0
The Ascent,979690.0
Stellaris: Apocalypse - DLC,21037.0
BATTLETECH - Season Pass - DLC,12661.0
Stirring Abyss,1178210.0
MONSTER HUNTER: WORLD,960781.0
FIA European Truck Racing Championship,940580.0
Dying Light: The Bozak Horde - DLC,1184351.0
Let's School,1937500.0
Tales of Arise: Ultimate Edition,2391960.0
Shame Legacy,2014690.0
Earth 2150 Trilogy,253880.0
Ynglet,1015920.0
Risen 3: Titan Lords,249230.0
Commandos 2: Men of Courage,6830.0
Far Cry 5,868490.0
Tales of Zestiria,351970.0
The Artifact,532920.0
Cities: Skylines - Paradise Radio - DLC,1992293.0
Beyond Good & Evil,687500.0
Lovecraft’s Untold Stories 2,1401400.0
ELEX,411300.0
MY HERO ONE'S JUSTICE 2 - Season Pass 2 - DLC,1228710.0
GOD EATER 3,899440.0
Surviving Mars: Below and Beyond - DLC,1498760.0
TT Isle Of Man: Ride on the Edge 3 - John McGuiness 100th Start Livery - DLC,2192770.0
Rocket Knight,1116540.0
Frederic: Resurrection of Music,301190.0
Abandon Ship,551860.0
East India Company Gold,25930.0
Red Faction 2,20550.0
Predator: Hunting Grounds - Predator Bundle Edition,2054470.0
Another Lost Phone: Laura's Story,689910.0
Quell Memento,348440.0
Gloomhaven - Solo Scenarios: Mercenary Challenges - DLC,1958560.0
HammerHelm,664000.0
MONSTER HUNTER: WORLD: Iceborne - Master Edition,1205240.0
Railway Empire Complete Collection,15227.0
Europa Universalis IV: Origins - DLC,1756130.0
MARVEL VS. CAPCOM: INFINITE - Digital Deluxe,1205240.0
Post Scriptum,1189650.0
Doodle Devil,608760.0
"Northgard - Brundr & Kaelinn, Clan of the Lynx - DLC",1401490.0
Naruto Shippuden Ultimate Ninja STORM 1 HD,234670.0
Hexarchy,1356810.0
Ashen - Nightstorm Isle - DLC,1116060.0
SpiderHeck,1329500.0
Desperados III - Digital Deluxe Edition,15021.0
Just Cause 4 - Gold Edition,1392840.0
Matchpoint - Tennis Championships: Legends Edition,1824930.0
Arabel,1367250.0
FatalZone,2488510.0
Age of Wonders III - Collection,11176.0
Life is Strange 2 Complete Season,513710.0
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,1966880.0
Second Sight,11550.0
BACK 4 BLOOD: DELUXE EDITION,232090.0
The Walking Dead: Season Two,261030.0
Daymare: 1998,842100.0
Thief of Thieves,635390.0
Super Pixel Racers,501020.0
SAMURAI SHODOWN V SPECIAL,1076550.0
Moonstone Island,1658150.0
Legend of Kay Anniversary,313810.0
"Roguebook - Fugoro, Merchant of Wonders - DLC",1704470.0
Stellaris: MegaCorp - DLC,21037.0
Age of Darkness: Final Stand,594650.0
Spongebob SquarePants: The Cosmic Shake,1282150.0
Skelattack,605800.0
TOKYO GHOUL:re [CALL to EXIST],756530.0
The Dark Eye: Memoria,243200.0
Happy's Humble Burger Farm,1433340.0
Field of Glory II: Medieval,1368870.0
Hearts of Iron IV: Radio Pack - DLC,1086481.0
Europa Universalis IV: Mare Nostrum - DLC,436120.0
Base One,1471040.0
Voltaire: The Vegan Vampire,1952540.0
MY HERO ONE'S JUSTICE,748360.0
Frontlines Fuel Of War,9460.0
Orcs Must Die! 2 - Fire and Water Booster Pack - DLC,201804.0
DragoDino,561510.0
Before Your Eyes,1082430.0
Tropico Trilogy,253880.0
ARISEN - Chronicles of Var'Nagal,1101670.0
Behind the Frame: The Finest Scenery,1634150.0
Outshine,1288410.0
Townsmen - A Kingdom Rebuilt: The Seaside Empire - DLC,1176670.0
Blood Rage: Digital Edition,1015930.0
Anarcute,390720.0
Biped & Spirit of the Island Bundle,307.0
Nira,1171120.0
What Remains of Edith Finch,501300.0
Age of Wonders 4: Premium Edition,20971.0
Heli Heroes,259320.0
Sifu - Deluxe Edition (Steam),1205240.0
Batman: Arkham Origins - Season Pass - DLC,2192770.0
JoJo's Bizarre Adventure: All-Star Battle R,1372110.0
Date A Live: Rio Reincarnation,1047440.0
The Dark Eye: Chains of Satinav,203830.0
Omerta - City of Gangsters,208520.0
Hearts of Iron IV: Death or Dishonor - DLC,584140.0
Psychedelica of the Ashen Hawk,865830.0
SIFU - Deluxe Edition (Epic),1205240.0
Flat Eye,1358840.0
Age of Wonders,61500.0
Planet Cube: Edge,791200.0
Roguebook,1076200.0
Viking Rage,589150.0
Sine Mora EX,606730.0
BATTLEFIELD 2042,1932460.0
The Book of Unwritten Tales,215160.0
Dead In Vinland,573120.0
Spellcaster University,895620.0
Rogue Lords,1069690.0
"Northgard - Ratatoskr, Clan of the Squirrel - DLC",1644210.0
Assassin's Creed: Syndicate,407472.0
Assassin's Creed,407472.0
Battlestar Galactica Deadlock,544610.0
The Lord of the Rings: Adventure Card Game,862380.0
The Deed,420740.0
Train Life: A Railway Simulator,1330660.0
Airborne Kingdom,982290.0
Hakuoki: Kyoto Winds,589530.0
Hell Let Loose,2331690.0
Vampire: The Masquerade – Swansong Alternate Outfits Pack - DLC,1801880.0
The World After,1557700.0
Worms Armageddon,2192770.0
A Memoir Blue,1497450.0
Phoenix Wright: Ace Attorney Trilogy,1140290.0
Cities: Skylines - Industries Plus - DLC,1784570.0
Street Fighter V,1172540.0
Kill it with Fire,1179210.0
Devil May Cry 3 - Special Edition,1503630.0
Crusader Kings III: Northern Lords - DLC,1303183.0
Kao the Kangaroo: Round 2,1048540.0
Cities: Skylines - Content Creator Pack: Train Stations - DLC,1531470.0
HITMAN™ 2 – STANDARD EDITION,1829592.0
Shadowrun Returns,234650.0
Dead Rising 2,294100.0
The Fridge is Red,1532460.0
Vapormaze,1193430.0
Monster Monpiece,415300.0
Across the Obelisk,1385380.0
Stranded Sails - Explorers of the Cursed Islands,943260.0
Dark Souls III,374320.0
THE SIMS 4: COTTAGE LIVING - DLC,715670.0
A Blind Legend,437530.0
9 Monkeys of Shaolin,739080.0
DARK SOULS III – The Ringed City - DLC,506971.0
The Longest Journey + Dreamfall,320.0
Hard Truck Apocalypse / Ex Machina,285500.0
RAD,722560.0
Surviving Mars: In-Dome Buildings Pack - DLC,1497160.0
Stellaris: Lithoids Species Pack - DLC,1140000.0
Aquanox Deep Descent - Collector's Edition,16285.0
Glitchpunk,1459960.0
Call of the Sea,1042490.0
Monster Prom,743450.0
SoulCalibur VI - Deluxe Edition,1666.0
The Black Heart,1431780.0
Cities: Skylines - Content Creator Pack: Modern City Center - DLC,1148020.0
Shadow Gambit: The Cursed Crew - Supporter Edition,33507.0
From Dust,2111560.0
Super Kickers League Ultimate,13245.0
God Eater 2 Rage Burst,438490.0
Tales of Arise - Beyond the Dawn Expansion - DLC - ПРЕДЗАКАЗ,2391960.0
My Big Sister: Remastered,2118540.0
Assassin's Creed II - Deluxe Edition,1205240.0
Homeworld Remastered Collection,244160.0
"Northgard - Nidhogg, Clan of the Dragon - DLC",971630.0
"Warhammer 40,000: Battlesector - Tyranid Elites - DLC",1793050.0
Impossible Creatures,324680.0
Dying Light ? 5th Anniversary Bundle - DLC,2192770.0
Trine 4: The Nightmare Prince,690640.0
Europa Universalis IV: Res Publica - DLC,279623.0
Panzer Corps 2: General Edition (Upgrade) - DLC,2192770.0
Lust From Beyond: M Edition,411893.0
Necesse,1169040.0
KnightShift,254060.0
Majesty Gold HD,25990.0
Startup Panic,1045610.0
Session: Skate Sim,861650.0
ACE COMBAT™ 7: SKIES UNKNOWN,502500.0
JoJo's Bizarre Adventure: All-Star Battle R - Season Pass - DLC,2001014.0
Abermore,1569220.0
Last Resort Island,820910.0
Out of Space,400080.0
Dark Souls III - Season Pass - DLC,442010.0
The Walking Dead: The Telltale Definitive Series,1449690.0
Lock's Quest,490080.0
//SNOWFLAKE TATTOO//,355430.0
Golfie,1579020.0
Thunder Ray,1944910.0
DARK,2413960.0
Mayhem in Single Valley,622680.0
Cartel Tycoon,1220140.0
WRC 9 - Deluxe Edition (Steam),1666.0
Ozymandias: Bronze Age Empire Sim,1768280.0
Shadow Empire,1154840.0
Wreckfest - Season Pass - DLC,1413450.0
Storyteller,1624540.0
Europa Universalis IV: Mandate of Heaven - DLC,538020.0
Quasimorph,2059170.0
Dungeon Rushers,429620.0
Hellpoint: Blue Sun - DLC,1525260.0
Park Beyond: Deluxe Edition,30194.0
Azur Lane: Crosswave,1150080.0
Rage Against The Zombies,556990.0
Assassin's Creed Rogue,1205240.0
Eraser & Builder,583030.0
Blitzkrieg 2 Anthology,313500.0
Puzzle Chronicles,1341290.0
Twilight Struggle,406290.0
Bots Are Stupid,1578160.0
PCI Public Crime Investigation,470310.0
The Park,402020.0
Risen 2: Dark Waters,40390.0
Totally Reliable Delivery Service - Stunt Sets - DLC,1528440.0
SpellForce 3: Soul Harvest,817540.0
MY HERO ONE'S JUSTICE 2 - Deluxe Edition,1058450.0
Teddy Floppy Ear - Kayaking,2192770.0
Painkiller Hell & Damnation: Full Metal Rocket - DLC,2192770.0
Stellaris: Synthetic Dawn Story Pack - DLC,642750.0
"Warhammer 40,000: Space Wolf - Sentry Gun Pack",1205240.0
ONE PUNCH MAN: A Hero Nobody Knows Deluxe Edition,991560.0
Road Redemption,300380.0
Cities: Skylines - Calm The Mind Radio - DLC,1726384.0
Lords of Football,230650.0
Hell Pie,889910.0
Tales & Tactics,1652250.0
Iron Sky: Invasion,224900.0
Torn,557520.0
Nineteen,1744640.0
Shotgun King: The Final Checkmate,1972440.0
Tinykin,1599020.0
Rise of Venice - Beyond the Sea,260860.0
A Street Cat's Tale,1140570.0
Colt Express,534360.0
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,246960.0
Amerzone: The Explorer’s Legacy,302190.0
A Planet of Mine,1170980.0
Surviving the Aftermath: Ultimate Colony Edition,1766280.0
RoboCo,1067220.0
Legend of Keepers: Feed the Troll - DLC,1791690.0
The Great Escape,814570.0
OF MICE AND SAND -REVISED-,785780.0
SkyDrift: Extreme Fighters Premium Airplane Pack - DLC,91104.0
Pendula Swing: The Complete Edition,1230200.0
Pirates of the Caribbean: At World's End,294100.0
Earth Atlantis,997030.0
Iron Commando - Koutetsu no Senshi,418640.0
Smart Factory Tycoon,1755300.0
Hell Warders,628710.0
DmC Devil May Cry,229080.0
Silent World,1987750.0
Victoria II,42960.0
Tyranny,362960.0
Wreckfest - Season Pass 2,1413450.0
Cities in Motion: Design Quirks - DLC,206718.0
The Settlers7: Paths to a Kingdom - History Edition,2192770.0
Space Raiders in Space,1278210.0
The Guild II - Pirates of the European Seas,39660.0
Gravewood High - Complete - DLC,2097360.0
Ticket to Ride,2477010.0
Pixel Heroes: Byte & Magic,338320.0
Heroes of Might & Magic III: Complete,1676840.0
Cities: Skylines - Synthetic Dawn Radio - DLC,944070.0
Zombillie,456810.0
Tandem: A Tale of Shadows,1436920.0
Sword Art Online Re: Hollow Fragment,2192770.0
Tropico 4: Megalopolis - DLC,205633.0
Orcs Must Die! - Artifacts of Power - DLC,102622.0
Ghost Trick: Phantom Detective,1967430.0
Konung 2,289360.0
The Secret of Monkey Island: Special Edition,2216830.0
Cozy Grove,1458100.0
Victoria 3: Grand Edition,2157560.0
Devil and the Fairy,744750.0
World War II: Panzer Claws,254100.0
Jack Orlando: Director's Cut,253960.0
Death end re;Quest 2,1266220.0
Lovecraft's Untold Stories,871420.0
Dungeons 2 - A Song of Sand and Fire - DLC,390180.0
Werewolf: The Apocalypse - Earthblood,679110.0
Little Nightmares - Complete Edition,1021790.0
Injustice: Gods Among Us - Ultimate Edition,242700.0
"Warhammer 40,000: Gladius - Chaos Space Marines - DLC",1084820.0
My Hero One's Justice 2,1058450.0
"Warhammer 40,000: Gladius - Adeptus Mechanicus - DLC",1788210.0
Trailblazers,621970.0
Hearts of Iron IV: Eastern Front Music Pack - DLC,1579992.0
Dungeons - Gold Edition,225640.0
Beasties - Monster Trainer Puzzle RPG,1592600.0
Dungeons 2,262280.0
Garden In!,1953860.0
Prison Architect - Aficionado,1195240.0
Age of Wonders III - Eternal Lords Expansion - DLC,329530.0
Omnibion War,776930.0
Scott Pilgrim vs. The World: The Game - Complite Edition,2215260.0
Lines,458540.0
Blackbay Asylum,313140.0
Semispheres,448800.0
"Warhammer 40,000: Space Wolf - Fall of Kanak - DLC",2192770.0
Crash Drive 3,346820.0
de Blob,532320.0
Sparkle ZERO,448000.0
Showgunners,1155330.0
Company of Crime,1229420.0
BlazBlue: Calamity Trigger,263300.0
Blue Estate,305380.0
Black Clover: Quartet Knights - Deluxe Edition,714080.0
Comanche 4,32750.0
Earth 2150: Lost Souls,212070.0
Winter Ember,1417880.0
PERISH,1016360.0
Mutazione,1080750.0
Mable & The Wood,568070.0
Galactic Rangers VR,1151680.0
Tomb Raider I-III Remastered - ПРЕДЗАКАЗ,2478970.0
Prison Architect: Perfect Storm - DLC,1760030.0
Silent Storm Gold Edition,254960.0
Tom Clancy's Ghost Recon Wildlands,573832.0
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers - DLC,1705820.0
Tales of Arise - Deluxe Edition,15892.0
White Shadows,1158890.0
Batman: Arkham Origins,1164290.0
Mortal Kombat X,453910.0
Port Royale 3 Gold and Patrician IV Gold - Double Pack,47967.0
Railway Empire 2,1644320.0
Candle,420060.0
NARUTO X BORUTO Ultimate Ninja Storm Connections - Ultimate Edition - ПРЕДЗАКАЗ,1020790.0
Dying Light - Retrowave Bundle - DLC,1599030.0
Life is Feudal: Your Own,290080.0
Dragon's Dogma: Dark Arisen,1143400.0
Legend of Keepers: Return of the Goddess - DLC,1630580.0
Combat Mission Black Sea,1502380.0
Gone Viral,680030.0
Ratchet & Clank: Rift Apart,1490340.0
Cities in Motion,73010.0
PictoQuest,1014040.0
Midvinter,452120.0
HordeCore,980210.0
The Travels of Marco Polo,366670.0
Ironcast,327670.0
The Great Ace Attorney Chronicles,1205240.0
Ice Lakes,393430.0
Extreme Exorcism,334100.0
Cities: Skylines - Content Creator Pack: Africa in Miniature - DLC,2148900.0
Omerta - City of Gangsters - Damsel in Distress - DLC,215371.0
Zanzarah: The Hidden Portal,384570.0
Syberia 3,464340.0
Ni No Kuni II: Revenant Kingdom - Sesson Pass - DLC,689860.0
Bellatia,614450.0
The Raven Remastered,736810.0
Septerra Core,253940.0
REMEDIUM: Sentinels,2244480.0
Blitzkrieg Anthology,313480.0
Syberia 2,46510.0
GUILTY GEAR -STRIVE- Ultimate Edition 2022,1652891.0
FOR HONOR - Gryphon Hero - DLC,2145870.0
The Walking Dead: 400 Days - DLC,207620.0
BlazBlue Centralfiction,586140.0
Reky,1182470.0
Tom Clancy's The Division - Season Pass - DLC,1205240.0
The Pathless,1492680.0
Digimon Story Cyber Sleuth: Complete Edition,1042550.0
112 Operator,793460.0
Mutant Year Zero: Road to Eden - Fan Edition,11126.0
Anna - Extended Edition,217690.0
The Coma 2: Vicious Sisters,1045720.0
Bite the Bullet,1075550.0
Assassin's Creed Odyssey,33633.0
MY HERO ONE'S JUSTICE 2,1058450.0
Far Cry 4 - Gold Edition,414740.0
