name,appid
Gravity Circuit,858710.0
These Doomed Isles,1840710.0
SOULCALIBUR VI,544750.0
This Book Is A Dungeon,404690.0
SuperPower 3,1563130.0
Styx: Master of Shadows,242640.0
MEGA MAN LEGACY COLLECTION 2,1109480.0
Painkiller Hell & Damnation: City Critters - DLC,2192770.0
Farworld Pioneers,1363900.0
Europa Universalis IV: Empire Founder Pack,2502910.0
looK INside - Chapter 2,1725360.0
Dread Templar,1334730.0
Kardboard Kings: Card Shop Simulator,1298480.0
"Honey, I Joined a Cult",770810.0
Meridian: Squad 22,451400.0
Paper Cut Mansion,1004370.0
The LEGO Movie 2 Videogame,1045890.0
The Tenants,1009560.0
Brothers in Arms: Earned in Blood,1149640.0
Ridge Racer Unbounded,202310.0
Darksiders III - Keepers of the Void - DLC,889903.0
Super 3D Noahs Ark,371180.0
Nine Witches: Family Disruption,1272580.0
"Northgard - Himminbrjotir, Clan of the Ox - DLC",1223060.0
Shattered - Tale of the Forgotten King,1045180.0
The Crew 2: Gold Edition,1184370.0
Solasta: Crown of the Magister - Supporter Pack - DLC,1438980.0
Cities: Skylines - Content Creator Pack: Bridges & Piers - DLC,1531471.0
MazM: The Phantom of the Opera,1483300.0
Wytchwood,729000.0
Shadowrun Returns - Deluxe Upgrade - DLC,237810.0
Assassin's Creed Odyssey - Season Pass - DLC,1205240.0
The Last Campfire (Steam),1383370.0
Kingdom Come: Deliverance – Band of Bastards - DLC,921950.0
Terraforming Mars,800270.0
Degrees of Separation,809880.0
Colossus Down,1394810.0
NEED FOR SPEED,24870.0
Per Aspera,803050.0
Outcast - Second Contact,618970.0
Where the Bees Make Honey,1001640.0
Tropico 6: Spitter - DLC,1259750.0
Brewmaster: Beer Brewing Simulator,1569200.0
Street Fighter: 30th Anniversary Collection,1205240.0
Dungeons 3: Evil Of The Caribbean - DLC,711680.0
Pro Fishing Simulator,794180.0
Knights & Merchants,253900.0
BATTLETECH,637090.0
Assemble with Care,1202900.0
Commander: Conquest of the Americas. Gold Edition,1205240.0
The Sundew,1468380.0
Nobody Saves the World - Frozen Hearth - DLC,1951590.0
"Warhammer 40,000: Space Wolf - Exceptional Card Pack - DLC",1205240.0
One Piece: Pirate Warriors 3,331600.0
DreadOut: Keepers of The Dark,418950.0
Cities: Skylines - Content Creator Pack: High-Tech Buildings - DLC,547500.0
Dungeons 3: Lord Of The Kings - DLC,711681.0
Jurassic World Evolution 2: Early Cretaceous Pack - DLC,540711.0
FALLING OUT,1363680.0
Wordle 4,1477020.0
Curious Expedition 2 - Robots of Lux - DLC,1751921.0
Urban Empire,352550.0
Act of War: High Treason,9760.0
Deep Sky Derelicts: Definitive Edition,13807.0
Art of Rally,550320.0
"Warhammer 40,000: Gladius - Tyranids - DLC",995860.0
Summoner,275570.0
DARK SOULS™ III: The Ringed City - DLC,506971.0
Double Kick Heroes,589670.0
DARK SOULS™ III: Ashes of Ariandel - DLC,506970.0
"Upwards, Lonely Robot",417900.0
Neon Beats - Full Version,985890.0
KovaaK’s Bundle,23037.0
Tails Noir: Words - DLC,1649990.0
Earth 2140 + Mission Pack 1 + Mission Pack 2,1057271.0
Rob Riches,1655670.0
Cities: Skylines - Parklife - DLC,715191.0
Cities: Skylines - Content Creator Pack: Heart of Korea - DLC,2144480.0
Before I Forget,1126600.0
Fling to the Finish,1054430.0
Praetorians HD Remaster,1100420.0
The Book of Unwritten Tales Collection,215160.0
Slime-san: Superslime Edition,473530.0
Seers Isle,738650.0
Conan Unconquered,989690.0
SteamWorld Dig,252410.0
Black Clover: Quartet Knights - Season Pass - DLC,921489.0
Imperator: Rome - Deluxe Edition,214950.0
Tennis Manager 2021,1433010.0
KILL la KILL -IF,922500.0
Dying Light: The Following - DLC,108600.0
The Vanishing of Ethan Carter,258520.0
Shadowrun: Dragonfall - Director's Cut,300550.0
Dracula 3: The Path of the Dragon,289840.0
Street Fighter 6 - Deluxe Edition,1778820.0
Aeronautica Imperialis: Flight Command,610160.0
Resident Evil 6,236080.0
Tyranny - Deluxe Edition,612491.0
Iratus: Wrath of the Necromancer - DLC,1293280.0
Monochrome World,1183420.0
Dungeons 3 - Once Upon A Time - DLC,711172.0
FIFA 23: ULTIMATE TEAM - FIFA POINTS 1050,1205240.0
Ski Jumping Pro VR,1063470.0
MazM: Jekyll and Hyde,1178150.0
ONE PUNCH MAN: A HERO NOBODY KNOWS,991560.0
Werewolf: The Apocalypse — Heart of the Forest,1342620.0
Monster Sanctuary,814370.0
Reverie Knights Tactics,1399690.0
Samurai Riot,707160.0
What Lies in the Multiverse,1721170.0
Blood Knights,258220.0
The Fan,572330.0
Size Matters,976700.0
Xenonauts 2,538030.0
4th Generation Warfare,1204230.0
For Honor,1527950.0
Zoo Tycoon: Ultimate Animal Collection,591460.0
How 2 Escape,2264140.0
Strikers Edge,520670.0
Hyperdimension Neptunia Re;Birth1,282900.0
Townsmen - A Kingdom Rebuilt,938380.0
Train Valley - Germany - DLC,459120.0
Compass of the Destiny: Istanbul,2302840.0
Dome Keeper - Deluxe Edition,27954.0
Dark Future: Blood Red States,370870.0
"Warhammer 40,000: Gladius - Specialist Pack - DLC",1640850.0
Jurassic World Evolution: Return To Jurassic Park - DLC,2192770.0
Split/Second: Velocity,1727420.0
Ninjin: Clash of Carrots,809870.0
Tropico 3,23490.0
Babylon Pinball,458500.0
DJMAX RESPECT V - V EXTENSION IV PACK - DLC,2307471.0
Zoo Seeker,1789180.0
Red Johnsons Chronicles 1 + 2,312050.0
Cold War,260650.0
Conan Exiles: Isle of Siptah - DLC,1206200.0
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,222440.0
Song of Farca,1435670.0
Earth 2150: The Moon Project,1176470.0
Tropico 6: Lobbyistico - DLC,1282350.0
Session: Skate Sim Waterpark & Chris Cole - DLC,2313400.0
Star Vikings Forever,488960.0
Shadows: Awakening,585450.0
DJMAX RESPECT V - GIRLS' FRONTLINE PACK - DLC,1472191.0
Iron Front: Liberation 1944 - Digital War Edition,1205240.0
Vikings - Wolves of Midgard,404590.0
Catizens,957660.0
Hover: Revolt of Gamers,280180.0
The Fisherman - Fishing Planet: Predator Boat Pack - DLC,1089671.0
Orcs Must Die! 2 - Family Ties Booster Pack - DLC,201805.0
"Warhammer 40,000: Gladius - Escalation Pack - DLC",2006870.0
Borderwatch: Dark Armada,2260100.0
Castlevania: Lords of Shadow – Mirror of Fate HD,282530.0
Midnight Legends,1482870.0
Broken Pieces,1293730.0
Love Letter,926520.0
Claws of Furry,656580.0
LEGO® Marvel™ Super Heroes 2 - Deluxe Edition,1205240.0
Scythe: Digital Edition,718560.0
Lost Planet 3,250810.0
Men of War: Assault Squad 2,244450.0
Tom Clancy's The Division,365590.0
Puddle,222140.0
Ghostdream,545800.0
The Walking Dead: A New Frontier,536220.0
Mordheim: City of the Damned - Witch Hunters - DLC,450812.0
The Big Con,1139280.0
Semblance,700160.0
Surviving Mars: All New In Bundle - DLC,25614.0
Tails Noir: Original Soundtrack - DLC,1630090.0
Youtubers Life,428690.0
APEX LEGENDS - 4350 COINS VIRTUAL CURRENCY,1172470.0
Sacred Citadel,207930.0
Aquanox Deep Descent,254370.0
Sporty Peppers,1840870.0
WRC 9 Toyota Corolla 1999 (Steam) - DLC,1530501.0
Adventure Park,1683380.0
Might & Magic: Heroes VI - Complete Edition,226840.0
Risen 2: Dark Waters - Gold Edition,12601.0
Dragon Ball FighterZ - Ultimate Edition,1248433.0
Dark Souls III - Deluxe Edition,94174.0
Victoria II: A Heart of Darkness - DLC,2581740.0
Dark Fall: The Journal,260690.0
Vernal Edge,1546710.0
Codename Panzers Bundle,92888.0
Train Simulator: BR Class 35 Loco Add-On - DLC,258677.0
Tales of Vesperia: Definitive Edition,738540.0
Ghost of a Tale,417290.0
FIFA 22 - ULTIMATE EDITION,21056.0
Mutant Year Zero: Seed of Evil - DLC,1088000.0
Bet On Soldier,335320.0
Painkiller Hell & Damnation: Demonic Vacation at the Blood Sea - DLC,2192770.0
Fly'N,223730.0
Broken Sword 4: The Angel of Death,316160.0
Mortal Kombat X: Kombat Pack - DLC,1699950.0
Tropico 6: Llama of Wall Street - DLC,1100250.0
Cities: Skylines - Rock City Radio - DLC,614582.0
StarSmashers,504450.0
City of Gangsters,1386780.0
Mighty Switch Force! Collection,832320.0
For Honor Year 1: Heroes Bundle - DLC,314330.0
Urban Trial Tricky - Deluxe Edition,1380060.0
Dragon Ball FighterZ,678950.0
Trine 5: A Clockwork Conspiracy,1436700.0
Klonoa Phantasy Reverie Series,1730680.0
The Mahjong Huntress,474910.0
TT Isle of Man - Ride on the Edge,626610.0
Superfuse - Supporter Edition,30100.0
Superdimension Neptune VS Sega Hard Girls,571530.0
"Warhammer 40,000: Gladius - T'au - DLC",1239450.0
Jagged Alliance: Crossfire,205810.0
Handball 17,526980.0
Conan Exiles: Jewel of the West Pack - DLC,887120.0
Commandos 2 & Praetorians: HD Remaster Double Pack,12618.0
Star Renegades - Deluxe Edition,16002.0
Patrician IV Gold,11830.0
Dandara: Trials of Fear Edition,612390.0
ONE PIECE ODYSSEY,814000.0
LEGO Star Wars III: The Clone Wars,1543150.0
7'scarlet,839450.0
Premium Pool Arena,616240.0
Project Highrise: Tokyo Towers - DLC,636501.0
Nanotale - Typing Chronicles,944920.0
Twin Mirror,1552810.0
Call of the Sea - Deluxe Edition,16952.0
METAL SLUG,366250.0
Shift Quantum,7360.0
Mega Man Battle Network Legacy Collection,1205240.0
Assassin’s Creed: Brotherhood,2192770.0
1943 Deadly Desert,616750.0
Trapped Dead,46540.0
Far Cry 2,1222370.0
EA Gift Card €25,1913420.0
Spellforce 2: Faith in Destiny - Deluxe Edition,15127.0
Planet Zoo: Europe Pack - DLC,2192770.0
Tropico 3: Gold Edition,6253.0
The Metronomicon - Indie Game Challenge Pack 1 - DLC,522651.0
Puzzle Agent,31270.0
Panzer Panic,589170.0
"Warhammer 40,000: Space Wolf - Saga of the Great Awakening - DLC",1205240.0
The Repair House: Restoration Sim,1759870.0
Strategy & Tactics: Wargame Collection - USSR vs USA! - DLC,536741.0
SCARF,645320.0
I am not a Monster: First Contact,826600.0
Killer Is Dead - Nightmare Edition,37265.0
Street Outlaws 2: Winner Takes All,1451950.0
DRAGON BALL Z: KAKAROT - Legendary Edition,2192770.0
SuperTrucks Offroad,743830.0
Assassin's Creed Origins,421790.0
Hospital Manager,348290.0
Re-Volt,287310.0
Batman: The Enemy Within - The Telltale Series,675260.0
"Warhammer 40,000: Space Wolf - Sigurd Ironside - DLC",942180.0
BATTLETECH - Deluxe Edition,2192770.0
Looterkings,397310.0
War Tech Fighters,630030.0
Nine Noir Lives,914890.0
NyxQuest: Kindred Spirits,57000.0
Elite Dangerous: Odyssey - DLC,897670.0
FAR: Changing Tides,1361210.0
NeuroVoider,400450.0
Ghostbusters: The Video Game Remastered,1449280.0
Po?f vs The Cursed Kitty!,243280.0
Europa Universalis IV,236850.0
Bouncer Story,1395900.0
Air Conflicts Collection,400750.0
Subaeria,377250.0
Men of Valor,411330.0
RONIN: Two Souls CHAPTER 1,1349830.0
Holy Avatar vs. Maidens of the Dead,261720.0
Tropico 4: Collector's Bundle,1583.0
THE SIMS 4,1235764.0
Master of Orion,558300.0
Binarystar Infinity,1491040.0
Moons of Madness,1012840.0
Dawn of Fear,219990.0
Crusader Kings III: Expansion Pass - DLC,1158310.0
Liberated,875310.0
Black Clover: Quartet Knights,714080.0
Cities: Skylines - Downtown Radio - DLC,1148021.0
Greed: Black Border,46400.0
Battlestar Galactica Deadlock: Resurrection - DLC,1083890.0
Far Cry 5 - Gold Edition,685060.0
APEX LEGENDS - 6700 COINS VIRTUAL CURRENCY,1172470.0
The Longest Road on Earth,1295790.0
Capcom Beat 'Em Up Bundle,34962.0
Dead Rising 4 - Season Pass - DLC,1289450.0
Escape from Naraka,1390670.0
New Gundam Breaker,738530.0
Red Comrades 2: For the Great Justice. Reloaded,443360.0
Adventures of Chris,341170.0
Might & Magic® Heroes® VII,61700.0
Doodle God,348360.0
Nux,307350.0
HyperBrawl Tournament - Celebration Pack 1 - DLC,1338963.0
Planets Under Attack,218510.0
Dungeons 2 - A Game of Winter - DLC,382400.0
Hitman: Blood Money,6860.0
Arietta of Spirits,1140170.0
The Great Gatsby: Secret Treasure,376490.0
Far Cry,2432590.0
Z-End,582610.0
Panzer Elite Action: Gold Edition,292420.0
South Park: The Stick of Truth,395180.0
HITMAN 2 - Expansion Pass - DLC,1829590.0
Mysterium: A Psychic Clue Game,556180.0
Freakout: Calamity TV Show,848430.0
The Darkside Detective: A Fumble in the Dark,795420.0
COMANCHE,879000.0
Chaser,39670.0
Crash Time III,33620.0
OVERPASS™: Expert Vehicles Pack - DLC,1115751.0
Figment 2: Creed Valley,1085220.0
Tyler: Model 005,573370.0
Barn Finders: Bid Wars - DLC,1554910.0
Little Nightmares II - Digital Content Bundle - DLC,1282531.0
The Crown of Leaves: Official Soundtrack - DLC,1010210.0
Panzer Dragoon: Remake,1178880.0
Cars 2: The Video Game,431960.0
Marcus Level,417480.0
Commandos Pack,4156.0
Vampire: The Masquerade – Swansong Victoria Ash - DLC,1801881.0
Crouching Pony Hidden Dragon,286930.0
Guilty Gear Isuka,267900.0
Nuclear Blaze,1662480.0
The Raven Remastered - Deluxe Edition,21208.0
Assassin's Creed Chronicles: China,1205240.0
Inked: A Tale of Love,690120.0
Sudden Strike 4,373930.0
Warhammer: End Times - Vermintide,235540.0
Hyperdimension Neptunia U: Action Unleashed,387340.0
Surviving Mars: Stellaris Dome Set - DLC,801650.0
Commando Unit - 4th Generation Warfare - DLC,1584710.0
Astrologaster,742520.0
LEGO Batman: The Videogame,630980.0
WRC 10 FIA World Rally Championship,1462810.0
Conan Exiles - Complete Edition,14069.0
Finding Teddy,259600.0
Belladonna,351340.0
MotoGP 13,240600.0
Golazo! Soccer League,1431040.0
Shantae and the Pirate's Curse,345820.0
Skelittle: A Giant Party!,916960.0
Streets of Red: Devil's Dare Deluxe,946650.0
Dungeons 3,493900.0
Field of Glory II,660160.0
Pro Cycling Manager 2021,1453850.0
Delta Force: Black Hawk Down,32680.0
Surviving the Aftermath,684450.0
Dracula 2: The Last Sanctuary,289820.0
DJMAX RESPECT V - ESTIMATE PACK - DLC,1664550.0
Cities: Skylines - Content Creator Pack: Art Deco - DLC,515190.0
Hindsight,1122700.0
Neptunia x SENRAN KAGURA: Ninja Wars,1836860.0
Jagged Alliance: Rage!,463170.0
Cities in Motion 2,225420.0
Through the Darkest of Times,1003090.0
GUILTY GEAR 2 -OVERTURE-,437000.0
ASSAULT GUNNERS HD EDITION,751340.0
Port Royale 3: Harbour Master - DLC,215970.0
Solar Ash,1867530.0
Blue Fire,1220150.0
SlavicPunk: Oldtimer,1820140.0
Railway Empire 2 - Deluxe Edition,2195610.0
God of Light: Remastered,711130.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,4308.0
Mercenaries - 4th Generation Warfare - DLC,2104800.0
Men of War: Collector's Pack,64013.0
"Magicka 2: Ice, Death and Fury - DLC",414651.0
Don't Disturb,501840.0
The Shape of Things,1853410.0
Digimon World: Next Order,1530160.0
TRISTOY,303260.0
Roguebook - Deluxe Edition,21277.0
DRAGON QUEST XI: Echoes of an Elusive Age,1295510.0
Disney's Hercules,2192770.0
Street Fighter 6 - Ultimate Edition,1778820.0
Disciples III - Resurrection,10270.0
Project Temporality,290320.0
Project Highrise Architect's Edition,975370.0
TEKKEN 8 - Ultimate Edition - ПРЕДЗАКАЗ,1778820.0
Yu-Gi-Oh! 5D’s For the Future - DLC,523502.0
Iris and the Giant: Card Deck Roguelike,2539880.0
CODE VEIN - Season Pass - DLC,773991.0
Phantom Doctrine,559100.0
DJMAX RESPECT V - V EXTENSION III PACK - DLC,2164540.0
Pride Run,848330.0
The Artful Escape,1122680.0
Lethal VR,963930.0
Genesis Rising,3230.0
Thunder Wolves,232970.0
Golazo! 2,1499700.0
GONNER2,1117670.0
Crusader Kings Complete,204940.0
SOULCALIBUR VI: Deluxe Edition,1666.0
Crowntakers,294370.0
Black Mirror III,286480.0
Kredolis,1602110.0
Dark Fall 2: Lights Out,260710.0
Bear With Me Bundle,2758.0
Enslaved: Odyssey to the West - Premium Edition,245280.0
Knights of Pen and Paper 2,310060.0
"STAR WARS™ Battlefront (Classic, 2004)",1058020.0
Destiny 2: The Witch Queen - Deluxe Edition - DLC,24534.0
Magicka Collection,15027.0
City of Gangsters: The English Outfit - DLC,1968895.0
Recon Control,1491510.0
LEGO® Star Wars™: The Force Awakens,2357271.0
Railroad Pioneer,306490.0
Ugly,1983220.0
Diluvion: Resubmerged,446790.0
Valiant Hearts: The Great War,2447590.0
Rhythm Sprout: Sick Beats & Bad Sweets,1475840.0
NORCO - Original Soundtrack - DLC,1919980.0
Dynopunk,1596730.0
KeyWe,1242980.0
Knights of Pen and Paper 2 - Deluxiest Edition,310060.0
Just Cause Collection,1304930.0
Destiny 2: The Witch Queen - DLC,899310.0
Secret Government,946990.0
We Love Katamari REROLL+ Royal Reverie Special Edition,1730700.0
The Crew 2,646910.0
Cold Fear,1304930.0
"Please, Don’t Touch Anything",354240.0
City of Gangsters: The Irish Outfit - DLC,1968894.0
Delta Force: Xtreme 2,32610.0
Angelo Skate Away,756680.0
HELLDIVERS™ 2 - Super Citizen Edition - ПРЕДЗАКАЗ,2514130.0
Tom Clancy's Rainbow Six: Siege - Operator Edition Y7,1205240.0
Merchants of Kaidan,294020.0
Melty Blood Actress Again Current Code,411370.0
9 Years of Shadows,1402120.0
Classic Fun Collection 5 in 1,431300.0
Katamari Damacy REROLL,848350.0
Mystic Pillars: A Story-Based Puzzle Game,1197030.0
Vandals,809240.0
Tropico 4: Apocalypse - DLC,205636.0
King of Dragon Pass,352220.0
Lost Eidolons,1580520.0
Record Of Agarest War Mariage,740550.0
Zombieland Double Tap - Road Trip,995430.0
Guts and Glory,537340.0
Fred3ric,1269030.0
"Northgard - Svardilfari, Clan of the Horse - DLC",1036760.0
Black & White Bushido,404050.0
ACE COMBAT 7: SKIES UNKNOWN - Deluxe Edition,1205240.0
FIFA 22,1506830.0
Tribes of Midgard,858820.0
Planet Zoo: South America Pack - DLC,2192770.0
Academia: School Simulator,672630.0
NARUTO TO BORUTO: SHINOBI STRIKER - Season Pass 5 - DLC,1983245.0
Everdream Valley,1403650.0
Townsmen VR,749960.0
Silent Night - A Christmas Delivery,1630740.0
The Textorcist: The Story of Ray Bibbia,940680.0
Surviving Mars - Deluxe Edition,801710.0
Out of Line,1419290.0
Melvor Idle,1267910.0
Batman: Arkham Knight - Season Pass - DLC,2192770.0
DRAGON BALL FIGHTERZ - FighterZ Pass 3 - DLC,1248434.0
Nantucket,621220.0
DJMAX RESPECT V - EZ2ON PACK - DLC,2307470.0
Afterimage,1701520.0
Watch Dogs 2,427730.0
Knights of Pen and Paper +1 Deluxier Edition,231740.0
NAMCO MUSEUM ARCHIVES Volume 1,1250250.0
Nickelodeon All-Star Brawl - Hugh Neutron Brawler Pack - DLC,1967790.0
SuchArt: Genius Artist Simulator,1293180.0
Re-Legion,782140.0
Ogre,517780.0
Infinite Air with Mark McMorris,1003490.0
P?querette Down the Bunburrows,1628610.0
Deck of Ashes,1016730.0
Surviving Mars: Project Laika - DLC,1042360.0
Train Valley 2: Workshop Gems – Emerald - DLC,2098232.0
Achtung! Cthulhu Tactics,874460.0
Project Highrise: Las Vegas - DLC,582540.0
METAL SLUG 3,250180.0
SCUM: Female Hair Pack - DLC,2321800.0
Siegecraft Commander,405340.0
Dungeons 3 - A Multitude of Maps - DLC,1198940.0
Far Cry Primal - Apex Edition,2192770.0
Hello Neighbor VR: Search and Rescue,2206320.0
Werewolf: The Apocalypse - Earthblood Champion Of Gaia Edition,23615.0
Age of Wonders II: The Wizard's Throne,61510.0
Indiana Jones® and the Infernal Machine™,2328760.0
Worms W.M.D,886950.0
TRANSFORMERS: BATTLEGROUNDS,1177000.0
Frederic: Resurrection of Music Director's Cut,453100.0
Magicka 2 - Deluxe Edition,2904.0
Dub Dash,406940.0
Kingdom Come: Deliverance – From the Ashes - DLC,955900.0
Stalcraft - Новичок: Боец (перс.) - DLC,
Project Cars 2 Deluxe Edition,25013.0
ACE COMBAT™ 7: SKIES UNKNOWN – TOP GUN: Maverick Aircraft Set - DLC,1966880.0
Cities in Motion: German Cities - DLC,73185.0
Arcade Classics Anniversary Collection,1018000.0
Disney Classic Games: Aladdin and The Lion King,1941410.0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,222420.0
Time Rift: Escape From Speedjail,2155770.0
"Warhammer 40,000: Battlesector - Sisters of Battle - DLC",2011980.0
Trillion: God of Destruction,451780.0
BlazBlue Centralfiction - Additional Playable Character JUBEI - DLC,708880.0
Megadimension Neptunia VII,460120.0
Blasphemous,774361.0
Hakuoki: Edo Blossoms,733340.0
Dungeons: Into the Dark - DLC,57655.0
Delta Force: Xtreme,32660.0
Galaxy Warfighter,1243100.0
Sword Art Online: Hollow Realization – Deluxe Edition,2192770.0
Trafficker - 4th Generation Warfare - DLC,2160770.0
The Mystery of the Druids,343000.0
The Curse of Monkey Island,1777060.0
Tengami,299680.0
Rule the Waves 3,2008100.0
Ozymandias - Indonesia - DLC,1768280.0
Nobody Saves the World,1432050.0
Combat Mission Black Sea - Battle Pack 1 - DLC,1502390.0
Tunche,887450.0
Along The Edge,504390.0
Dying Light - Classified Operation Bundle - DLC,1021790.0
Black Mirror I,292930.0
Men of War: Assault Squad 2 - Iron Fist - DLC,327130.0
SNK 40th ANNIVERSARY COLLECTION,865940.0
Europa Universalis IV - Digital Extreme Edition Upgrade Pack - DLC,625171.0
Tom Clancy's Rainbow Six: Vegas II,15120.0
ChromaGun,408650.0
Tales of Arise - Beyond the Dawn - Ultimate Edition - ПРЕДЗАКАЗ,2192770.0
Moo Lander,1080040.0
Blackwind,1567520.0
Grand Ages: Rome - Reign of Augustus - DLC,23455.0
The Childs Sight,1002310.0
Assassin's Creed: Revelations,472420.0
Larcin Lazer,1707400.0
Sleeping Dogs: Definitive Edition,464350.0
Crazy Soccer: Football Stars - Original Soundtrack - DLC,907480.0
BURNOUT PARADISE REMASTERED,2192770.0
Rezrog,548370.0
Blood Bowl 2 - Legendary Edition,192166.0
Overcooked! 2 - Too Many Cooks Pack - DLC,858240.0
Galaxy on Fire 2 Full HD,212010.0
Maquette,762840.0
Scholar of the Arcane Arts,1650200.0
Empire of Sin: Deluxe Pack - DLC,1303312.0
Pankapu,418670.0
Adam Wolfe,483420.0
Days of Evil,1549250.0
City of Gangsters - Deluxe Edition,41008.0
Magibot,690850.0
Mr. Shifty,489140.0
My Divorce Story,1933780.0
Golf Gang,1151050.0
Project CARS 3,958400.0
Deepest Chamber,1552080.0
Dead In Vinland - Norse Side Stories - DLC,1037050.0
JUSTICE SUCKS: Tactical Vacuum Action,856890.0
Mutant Year Zero: Road to Eden,760060.0
Azur Lane: Crosswave - Deluxe Pack - DLC,1215110.0
Age of Wonders III - Deluxe Edition,275560.0
A Game of Dwarves,200370.0
Evergate,845030.0
Surviving Mars: Season Pass - DLC,1751750.0
Watch Dogs 2 - Gold Edition,1184370.0
Imperator: Rome - Magna Graecia Content Pack - DLC,1252870.0
Age of Wonders III - Golden Realms Expansion - DLC,299230.0
Surviving Mars: Green Planet - DLC,952890.0
Cobra Kai: The Karate Kid Saga Continues,1279920.0
DJMAX RESPECT V - Portable 3 PACK - DLC,1568680.0
QV,1494110.0
River City Melee Mach!!,763710.0
Gods VS Humans,322980.0
MX vs ATV – All Out,520940.0
Assassin's Creed IV Black Flag - Gold Edition,1205240.0
Iron Sky Invasion: The Second Fleet - DLC,234860.0
Cities: Skylines - 80's Movies Tunes - DLC,2225940.0
Panzer Corps 2: Axis Operations - 1942 - DLC,1652450.0
Two Worlds II,7520.0
Silicon Dreams | cyberpunk interrogation,1272070.0
Werewolf: The Apocalypse - Earthblood Champion Of Gaia Pack - DLC,1330540.0
Imperial Glory,277450.0
Bridge Constructor: The Walking Dead,1336120.0
Age of Wonders: Planetfall - Premium Edition,20971.0
Warhammer: Chaosbane - Slayer Edition,16609.0
The Valiant,959860.0
Stacking,1424070.0
No Longer Home,651490.0
Little Big Workshop,574720.0
River City Melee: Battle Royal Special,544630.0
Age of Wonders: Shadow Magic,61520.0
Combat Mission: Red Thunder - Battle Pack 1 - DLC,2418010.0
ONE PIECE: PIRATE WARRIORS 4 - Character Pass 2 - DLC,2458610.0
Shadow of the Tomb Raider - Season Pass - DLC,526660.0
Rock of Ages 3: Make & Break,1101360.0
TEKKEN 7 - Season Pass 4 - DLC,1289450.0
Monster Jam Steel Titans,824280.0
Mafia III: Definitive Edition [Mac],214950.0
Battlestar Galactica Deadlock: Modern Ships Pack - DLC,1353080.0
Imperator: Rome - Heirs of Alexander Content Pack - DLC,1437660.0
Expeditions Conquistador,237430.0
Rise Eterna,995070.0
Synergia,1047010.0
Watch Dogs,113400.0
Disney Toy Story Pack,597820.0
"Trolley Problem, Inc.",1582680.0
Antioch: Scarlet Bay,1919140.0
"Warhammer 40,000: Gladius - Reinforcement Pack - DLC",961840.0
Nitro Kid,1709050.0
Rad Rodgers - Radical Edition,805660.0
"Warhammer 40,000: Gladius – Lord of Skulls - DLC",870540.0
Armored Brigade Nation Pack: Czechoslovakia - Netherlands - DLC,1427160.0
SCUM: Danny Trejo Character Pack - DLC,1990860.0
Return to Mysterious Island,277110.0
Assassin's Creed Rogue - Deluxe Edition,1205240.0
Vampire: The Masquerade - Coteries of New York,1096410.0
Hearts of Iron 2 Complete,22130.0
Point Perfect,303840.0
Enola,263520.0
Vampire: The Masquerade - Coteries of New York Deluxe Edition,13808.0
Hearts of Iron Collection III,9691.0
Airline Tycoon 2: Gold,18524.0
Ben 10: Power Trip,1063040.0
Avatar: The Last Airbender - Quest for Balance,1620030.0
Himno - The Silent Melody,1079230.0
Shadows: Awakening - Necrophage's Curse - DLC,953981.0
Panzer Corps Gold,268400.0
Disneyland Adventures,630610.0
Kingdoms of Amalur: Re-Reckoning - Fatesworn - DLC,1278260.0
The Inner World,251430.0
Double Dragon Trilogy,314150.0
Europa Universalis IV: Art of War - DLC,310031.0
ZHED - Puzzle Game,543040.0
Blasphemous - 'Alloy of Sin' Character Skin - DLC,1143853.0
Fairy Fencer F Advent Dark Force,524580.0
Still Life,46480.0
SOULCALIBUR VI: Season Pass - DLC,874360.0
BlazBlue: Continuum Shift Extend,294810.0
Astra Exodus,880750.0
PAW Patrol The Movie: Adventure City Calls,1434310.0
DRAGON BALL XENOVERSE 2,454650.0
Silver Chains,975470.0
Broken Sword: Director's Cut,57640.0
Surviving Mars: Revelation Radio Pack - DLC,1658000.0
October Night Games,1334580.0
Grotesque Tactics: Evil Heroes,46450.0
Barn Finders: Amerykan Dream - DLC,1424060.0
Vampire: The Masquerade - Shadows of New York - Deluxe Edition,15992.0
The Metronomicon - J-Punch Challenge Pack - DLC,558290.0
Cities: Skylines - Shoreline Radio - DLC,1992292.0
Solar Shifter EX,363940.0
Autonauts,979120.0
Two Worlds - Epic Edition,1930.0
Prince of Persia: The Sands of Time,464340.0
Whispering Willows,288060.0
"Warhammer 40,000: Battlesector - Blood Angels Elites - DLC",1718640.0
Project Highrise,423580.0
Crusader Kings II: The Reaper's Due Content Pack - DLC,449981.0
Elderand,1413660.0
Sanctum Breach,1939810.0
Splasher,446840.0
Edgar - Bokbok in Boulzac,1007830.0
Whispers of a Machine,631570.0
Crusader Kings II: Horse Lords Content Pack - DLC,354331.0
RiMS - Career Starter Pack - DLC,1628252.0
Surviving Mars: Mars Lifestyle Radio - DLC,1657990.0
Star Wars Classics Collection,31648.0
Port Royale 4,1024650.0
NECROPOLIS: BRUTAL EDITION,384490.0
Silmaris: Dice Kingdom,1293120.0
